region,cohort,flag_churn,customer_age_class,count_internet_previous_cancellations_0_18,basket_months_since_contract_start_date,count_transactions_Online,internet_product_name,internet_diff_churn_months,internet_all_outofcontract,calls_inbound_waiting_time_inqueue_0_6,calls_inbound_talk_time_0_6,count_calls_inbound_0_6,internet_months_since_contract_start_date,internet_months_until_contract_end,internet_days_until_initial_contract_end,campaign_dima_email_0_18,campaign_dima_service_0_18,campaign_dima_xsell_0_18,campaign_dima_0_18,contract_summaries_csconfirmed_0_3,basket_package_price_list,internet_package_price_list,internet_package_price_disc,basket_package_price_disc,internet_cons_package_price_list,basket_months_until_contract_end,basket_days_until_contract_end,non_internet_months_until_contract_end,non_internet_days_until_contract_end,internet_days_until_contract_end,non_internet_months_since_contract_start_date,count_previous_cancellations_0_18,basket_proportion_disc,internet_product_category,count_transactions_Commercial_Operations,basket_product_category,internet_down_speed,basket_days_until_next_promo_end,count_transactions_other,number_cust_at_lastamp_segment,number_cust_at_node_segment
KBW,2024-08-01,0,75 - 79,0,211,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,131,0,0,0,1,0,1,0,50.940000000,29.950000000,29.950000000,50.940000000,29.950000000,0,30,0,30,30,211,0,0E-9,2PLAY,0,ANALOG KABELANSCHLUSS,50,0,1,48,379
KBW,2024-08-01,0,25 - 29,0,48,0,RED INTERNET UND PHONE 250 CABLE U,0,1,614,476,3,48,0,0,7,2,0,2,0,48.970000000,48.970000000,48.970000000,48.970000000,48.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,8,235,472
NRW,2024-08-01,1,50 - 54,0,16,1,GIGAZUHAUSE 1000 KABEL,0,0,0,0,0,16,8,268,6,0,1,0,0,62.980000000,62.980000000,62.980000000,62.980000000,62.980000000,8,268,0,30,268,16,0,0E-9,2PLAY,0,SUPERWLAN,1000,0,0,62,696
KBW,2024-08-01,1,50 - 54,0,47,0,VF RIP 250 U-TREUE,0,1,0,0,0,47,0,0,2,2,2,2,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,30,30,47,0,0E-9,2PLAY,1,SUPERWLAN,250,0,3,73,314
KBW,2024-08-01,0,40 - 44,0,68,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,0,0,0,34,0,0,6,0,0,0,0,70.980000000,49.990000000,49.990000000,70.980000000,49.990000000,0,30,0,30,30,68,0,0E-9,2PLAY,0,N/A,1000,0,0,24,378
NRW,2024-08-01,0,40 - 44,0,13,0,GIGAZUHAUSE 1000 TREUE B,0,0,0,0,0,13,11,336,9,1,5,1,0,44.990000000,44.990000000,44.990000000,44.990000000,44.990000000,11,336,0,30,336,13,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,42,443
KBW,2024-08-01,0,60 - 64,0,21,0,VF CABLEMAX 1000,0,0,0,0,0,21,3,109,0,0,0,0,0,74.950000000,49.970000000,49.970000000,69.950000000,49.970000000,3,109,3,109,109,21,0,0.070000000,2PLAY,1,HD OPTION,1000,1500,0,126,597
NRW,2024-08-01,1,30 - 34,0,85,0,VF RIP 250 U-TREUE,0,1,0,0,0,33,0,0,7,2,0,2,0,60.980000000,39.990000000,39.990000000,60.980000000,39.990000000,0,30,0,30,30,85,0,0E-9,2PLAY,0,DIGITAL KABELANSCHLUSS,250,0,0,0,0
HSN,2024-08-01,1,70 - 74,0,108,3,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,108,0,0,8,1,3,1,0,42.930000000,32.950000000,32.950000000,42.930000000,32.950000000,17,540,17,540,30,7,0,0E-9,2PLAY,0,DIGITAL KABELANSCHLUSS,50,0,1,94,429
HSN,2024-08-01,0,35 - 39,0,57,0,VF CABLEMAX 1000,0,1,0,0,0,46,0,0,0,1,0,1,0,49.970000000,49.970000000,49.970000000,49.970000000,49.970000000,0,30,0,30,30,57,0,0E-9,2PLAY,0,N/A,1000,0,0,106,668
NRW,2024-08-01,1,35 - 39,0,21,2,VF CABLEMAX 1000,0,0,0,0,0,21,3,103,0,1,0,1,0,52.960000000,52.960000000,52.960000000,52.960000000,52.960000000,3,103,0,0,103,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,80,435
NRW,2024-08-01,0,60 - 64,0,83,0,GIGAZUHAUSE 500 KABEL,0,1,0,0,0,83,0,0,5,1,0,1,0,47.970000000,47.970000000,47.970000000,47.970000000,47.970000000,0,30,0,30,30,2,0,0E-9,2PLAY,3,SUPERWLAN,500,0,4,188,375
KBW,2024-08-01,0,75 - 79,0,13,0,GIGAZUHAUSE 50 TREUE B,0,0,0,0,0,13,11,364,0,1,0,1,0,22.990000000,22.990000000,22.990000000,22.990000000,22.990000000,11,364,0,0,364,0,0,0E-9,2PLAY,1,2PLAY,50,0,0,28,656
NRW,2024-08-01,0,45 - 49,1,15,0,GIGAZUHAUSE 100 TREUE C,24,0,0,0,0,15,9,294,5,0,0,0,0,24.990000000,24.990000000,24.990000000,24.990000000,24.990000000,9,294,0,0,294,0,1,0E-9,2PLAY,0,2PLAY,100,0,3,29,319
KBW,2024-08-01,0,45 - 49,0,97,1,GIGAZUHAUSE 500 TREUE C,0,0,0,0,0,18,6,209,7,2,0,2,0,42.990000000,42.990000000,42.990000000,42.990000000,42.990000000,6,209,0,30,209,97,0,0E-9,2PLAY,0,N/A,500,0,3,199,802
NRW,2024-08-01,0,35 - 39,0,46,3,VF RIP 1000 U-TREUE,0,1,409,444,1,46,0,0,8,2,0,2,0,49.990000000,49.990000000,49.990000000,49.990000000,49.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,1000,0,0,0,0
NRW,2024-08-01,1,80 and over,0,376,2,RED INTERNET UND PHONE 500 CABLE U,0,1,0,0,0,71,0,0,0,1,0,1,0,70.980000000,49.990000000,49.990000000,70.980000000,49.990000000,0,30,0,30,30,376,0,0E-9,2PLAY,2,ANALOG KABELANSCHLUSS,500,0,1,13,607
NRW,2024-08-01,0,30 - 34,0,15,0,GIGAZUHAUSE 500 TREUE B,0,0,0,0,0,15,9,282,5,0,0,0,0,39.980000000,39.980000000,39.980000000,39.980000000,39.980000000,9,282,0,0,282,0,0,0E-9,2PLAY,3,2PLAY,500,0,0,53,476
NRW,2024-08-01,0,35 - 39,0,13,4,GIGAZUHAUSE 100 TREUE B,0,0,0,0,0,8,11,341,0,1,0,1,0,27.990000000,27.990000000,27.990000000,27.990000000,27.990000000,11,341,0,30,341,13,0,0E-9,2PLAY,0,SUPERWLAN,100,0,1,187,602
KBW,2024-08-01,1,40 - 44,0,69,0,VF RIP 250 U-TREUE,0,1,0,0,0,69,0,0,5,1,0,1,0,42.980000000,42.980000000,42.980000000,42.980000000,42.980000000,0,30,0,30,30,69,0,0E-9,2PLAY,3,SUPERWLAN,250,0,3,104,416
NRW,2024-08-01,0,60 - 64,0,74,0,EAZY 50,0,1,0,0,0,74,0,0,6,1,0,1,0,19.990000000,19.990000000,19.990000000,19.990000000,19.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,21,120
NRW,2024-08-01,1,30 - 34,0,65,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,11,534,2,35,0,0,3,2,1,2,0,74.980000000,54.990000000,54.990000000,69.980000000,54.990000000,0,30,0,30,30,65,0,0.070000000,2PLAY,0,N/A,1000,1500,0,72,321
HSN,2024-08-01,0,60 - 64,0,122,0,VF RIP 250 U-TREUE,0,1,0,0,0,40,0,0,0,1,0,1,0,83.950000000,37.990000000,37.990000000,78.950000000,37.990000000,0,30,0,30,30,122,0,0.060000000,2PLAY,0,VF PREMIUM,250,1500,0,44,418
NRW,2024-08-01,0,35 - 39,0,17,1,GIGAZUHAUSE 100 TREUE C,0,0,0,0,0,17,7,226,0,0,0,0,0,24.990000000,24.990000000,24.990000000,24.990000000,24.990000000,7,226,0,0,226,0,0,0E-9,2PLAY,1,2PLAY,100,0,0,77,491
HSN,2024-08-01,0,25 - 29,0,27,0,VF CABLEMAX 1000,0,1,0,0,0,27,0,0,9,2,5,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,27,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,154,198
HSN,2024-08-01,1,45 - 49,0,50,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,0,0,0,50,0,0,7,2,0,2,0,229.920000000,229.920000000,229.920000000,229.920000000,229.920000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,33,337
KBW,2024-08-01,0,60 - 64,0,53,0,VF CABLEMAX 1000,0,1,0,0,0,53,0,0,6,1,0,1,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,0,0
NRW,2024-08-01,1,55 - 59,0,63,0,VF CABLEMAX 1000,0,1,0,0,0,35,0,0,5,1,0,1,0,49.970000000,49.970000000,49.970000000,49.970000000,49.970000000,0,30,0,30,30,63,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,73,308
KBW,2024-08-01,1,25 - 29,1,15,1,GIGAZUHAUSE 250 TREUE D,10,0,117,138,1,15,9,289,7,2,0,2,0,42.970000000,42.970000000,42.970000000,42.970000000,42.970000000,9,289,0,0,289,0,1,0E-9,2PLAY,0,2PLAY,250,0,4,75,605
NRW,2024-08-01,1,55 - 59,0,46,0,VF RIP 250 U-TREUE,0,1,0,0,0,46,0,0,2,2,0,2,0,46.970000000,46.970000000,46.970000000,46.970000000,46.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,25,492
NRW,2024-08-01,1,30 - 34,0,21,0,RED INTERNET UND PHONE 100 CABLE U,0,0,0,0,0,21,3,98,0,0,0,0,0,39.990000000,39.990000000,34.990000000,34.990000000,39.990000000,3,98,0,0,98,0,0,0.130000000,2PLAY,1,2PLAY,100,1500,0,281,572
NRW,2024-08-01,0,75 - 79,0,69,0,GIGAZUHAUSE 500 KABEL,20,1,0,0,0,69,0,0,0,0,2,0,0,52.980000000,49.990000000,49.990000000,52.980000000,49.990000000,0,30,0,30,30,69,0,0E-9,2PLAY,2,N/A,500,0,1,205,378
KBW,2024-08-01,0,30 - 34,0,20,0,GIGAZUHAUSE 1000 KABEL,0,0,0,0,0,20,4,126,7,1,3,1,0,63.980000000,63.980000000,63.980000000,63.980000000,63.980000000,4,126,0,0,126,0,0,0E-9,2PLAY,0,2PLAY,1000,0,1,41,176
KBW,2024-08-01,0,35 - 39,0,23,0,VF RIP 100 U-TREUE,0,0,0,0,0,23,1,43,9,4,0,4,0,29.990000000,29.990000000,29.990000000,26.990000000,29.990000000,1,43,0,30,43,23,0,0.100000000,2PLAY,0,N/A,100,42,2,25,370
KBW,2024-08-01,1,80 and over,0,86,0,3PLAY FLY 400,0,1,0,0,0,86,0,0,5,0,2,0,0,58.820000000,55.830000000,55.830000000,58.820000000,55.830000000,0,30,0,30,30,86,0,0E-9,3PLAY,1,HD MODUL,400,0,0,108,740
KBW,2024-08-01,1,40 - 44,1,44,0,VF RIP 1000 U-TREUE,7,1,61,633,1,44,0,0,1,1,0,1,0,52.980000000,49.990000000,49.990000000,52.980000000,49.990000000,0,30,0,30,30,20,1,0E-9,2PLAY,1,SUPERWLAN,1000,0,1,151,431
NRW,2024-08-01,0,80 and over,0,17,0,GIGAZUHAUSE 250 TREUE C,0,0,0,0,0,17,7,231,0,0,0,0,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,7,231,0,0,231,0,0,0E-9,2PLAY,1,2PLAY,250,0,0,82,215
NRW,2024-08-01,0,25 - 29,0,43,2,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,43,0,0,6,1,0,1,0,42.980000000,42.980000000,42.980000000,42.980000000,42.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,1,118,542
KBW,2024-08-01,0,18 - 24,0,58,0,EAZY 50,0,1,0,0,0,58,0,0,1,1,2,1,0,19.990000000,19.990000000,19.990000000,19.990000000,19.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,4,59,253
NRW,2024-08-01,0,35 - 39,0,16,1,GIGAZUHAUSE 250 TREUE B,0,0,0,0,0,16,8,245,6,77,1,77,0,32.990000000,32.990000000,32.990000000,32.990000000,32.990000000,8,245,0,0,245,0,0,0E-9,2PLAY,2,2PLAY,250,0,0,393,629
KBW,2024-08-01,0,60 - 64,0,19,2,GIGAZUHAUSE 100 KABEL,0,0,0,0,0,19,5,157,7,1,0,2,0,39.980000000,39.980000000,39.980000000,39.980000000,39.980000000,5,157,0,30,157,19,0,0E-9,2PLAY,0,SUPERWLAN,100,0,1,102,294
NRW,2024-08-01,1,50 - 54,0,15,1,GIGAZUHAUSE 1000 KABEL,0,0,0,0,0,15,9,303,5,0,0,0,0,67.970000000,67.970000000,67.970000000,67.970000000,67.970000000,9,303,0,30,303,15,0,0E-9,2PLAY,0,N/A,1000,0,0,24,458
HSN,2024-08-01,0,70 - 74,0,17,3,GIGAZUHAUSE 100 TREUE C,0,0,0,0,0,17,7,230,10,2,0,4,0,57.970000000,29.990000000,29.990000000,52.970000000,29.990000000,23,715,23,715,230,17,0,0.090000000,2PLAY,2,SUPERWLAN,100,1500,0,220,220
KBW,2024-08-01,0,25 - 29,0,20,0,GIGAZUHAUSE 500 TREUE C,0,0,0,0,0,20,4,130,6,1,1,1,0,42.990000000,42.990000000,42.990000000,42.990000000,42.990000000,4,130,0,30,130,20,0,0E-9,2PLAY,1,SUPERWLAN,500,0,0,228,228
KBW,2024-08-01,0,not available,0,172,0,2PLAY 30MBIT 4ALL,0,1,0,0,0,172,0,0,0,1,0,1,0,38.740000000,38.740000000,38.740000000,38.740000000,38.740000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,30,0,1,30,173
NRW,2024-08-01,0,55 - 59,0,62,4,VF RIP 250 U-TREUE,0,1,0,0,0,62,0,0,5,1,0,1,0,50.960000000,50.960000000,50.960000000,50.960000000,50.960000000,0,30,0,0,30,0,0,0E-9,2PLAY,4,2PLAY,250,0,0,9,296
NRW,2024-08-01,0,60 - 64,0,93,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,74,0,0,0,1,0,1,0,49.970000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,30,30,93,0,0.200000000,2PLAY,3,HD OPTION,250,1500,1,14,418
KBW,2024-08-01,1,70 - 74,0,139,0,2PLAY 32MBIT,0,1,0,0,0,139,0,0,0,1,0,1,0,62.670000000,41.680000000,41.680000000,62.670000000,41.680000000,0,30,0,30,30,111,0,0E-9,2PLAY,0,DIGITAL KABELANSCHLUSS,32,0,0,87,694
HSN,2024-08-01,1,55 - 59,0,88,2,GIGAZUHAUSE 100 KABEL,0,1,0,0,0,88,0,0,9,2,5,2,0,33.010000000,33.010000000,33.010000000,33.010000000,33.010000000,0,30,0,0,30,0,0,0E-9,2PLAY,2,N/A,100,0,0,19,333
KBW,2024-08-01,1,30 - 34,0,34,0,VF CABLEMAX 1000,0,1,2,411,1,34,0,0,7,2,8,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,34,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,50,293
NRW,2024-08-01,0,60 - 64,0,27,0,RED INTERNET & PHONE 50 CABLE U,0,1,0,0,0,27,0,0,0,1,0,1,0,61.960000000,34.990000000,34.990000000,56.960000000,34.990000000,0,30,0,30,30,27,0,0.080000000,2PLAY,0,VF PREMIUM,50,1500,0,54,277
NRW,2024-08-01,0,65 - 69,0,45,1,VF RIP 100 U-TREUE,0,1,0,0,0,45,0,0,0,1,0,1,0,78.940000000,33.980000000,33.980000000,68.940000000,33.980000000,0,30,0,30,30,45,0,0.130000000,2PLAY,0,VF PREMIUM,100,1500,0,11,11
KBW,2024-08-01,0,65 - 69,0,92,0,RED INTERNET UND PHONE 500 CABLE U,0,1,0,0,0,77,0,0,7,1,0,1,0,80.960000000,49.990000000,49.990000000,70.980000000,49.990000000,0,30,0,30,30,92,0,0.120000000,2PLAY,3,SUPERWLAN,500,1500,0,66,717
NRW,2024-08-01,0,25 - 29,0,14,2,GIGAZUHAUSE 250 TREUE D,0,0,0,0,0,14,10,330,7,2,0,2,0,37.980000000,37.980000000,37.980000000,37.980000000,37.980000000,10,330,0,30,330,14,0,0E-9,2PLAY,0,SUPERWLAN,250,0,0,129,599
KBW,2024-08-01,0,45 - 49,0,35,0,VF CABLEMAX 1000,0,1,0,0,0,35,0,0,7,2,0,2,0,185.880000000,185.880000000,185.880000000,185.880000000,185.880000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,40,504
HSN,2024-08-01,0,55 - 59,0,72,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,72,0,0,0,1,0,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,20,241
KBW,2024-08-01,0,70 - 74,0,158,0,2PLAY 30MBIT 4ALL,0,1,0,0,0,146,0,0,0,1,0,1,0,61.620000000,37.640000000,37.640000000,61.620000000,37.640000000,0,30,0,30,30,158,0,0E-9,2PLAY,0,N/A,30,0,0,24,699
NRW,2024-08-01,1,65 - 69,0,23,8,VF CABLEMAX 1000,0,0,0,0,0,23,1,42,8,2,1,2,0,74.940000000,49.970000000,49.970000000,69.940000000,49.970000000,16,497,16,497,42,23,0,0.070000000,2PLAY,1,HD OPTION,1000,1500,0,52,462
NRW,2024-08-01,0,25 - 29,0,51,0,GIGAZUHAUSE 500 KABEL,0,1,0,0,0,51,0,0,5,0,0,0,0,42.990000000,42.990000000,42.990000000,42.990000000,42.990000000,0,30,0,30,30,51,0,0E-9,2PLAY,3,N/A,500,0,0,22,342
KBW,2024-08-01,1,30 - 34,0,30,0,RED INTERNET & PHONE 50 CABLE U,0,1,0,0,0,30,0,0,7,2,0,2,0,38.980000000,38.980000000,38.980000000,38.980000000,38.980000000,0,30,0,30,30,30,0,0E-9,2PLAY,1,SUPERWLAN,50,0,0,45,432
NRW,2024-08-01,0,75 - 79,0,149,0,3PLAY 30MBIT 4ALL,0,1,0,0,0,149,0,0,0,1,0,1,0,38.840000000,38.840000000,38.840000000,38.840000000,38.840000000,0,30,0,0,30,0,0,0E-9,3PLAY,0,3PLAY,30,0,0,55,333
NRW,2024-08-01,0,40 - 44,0,75,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,75,0,0,0,1,0,1,0,43.980000000,43.980000000,43.980000000,43.980000000,43.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,250,0,0,27,371
KBW,2024-08-01,0,35 - 39,0,27,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,27,0,0,7,2,1,2,0,49.970000000,49.970000000,49.970000000,49.970000000,49.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,135,340
NRW,2024-08-01,0,60 - 64,1,22,2,RED INTERNET UND PHONE 250 CABLE U,16,0,0,0,0,22,2,84,1,1,0,1,0,78.950000000,43.970000000,43.970000000,73.950000000,43.970000000,2,84,2,84,84,22,3,0.060000000,2PLAY,0,HD OPTION,250,1500,1,0,0
NRW,2024-08-01,1,50 - 54,0,4,3,VF CABLEMAX 1000,0,1,1609,5534,13,4,0,0,2,2,0,2,0,49.970000000,49.970000000,49.970000000,49.970000000,49.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,2,2PLAY,1000,0,4,25,403
KBW,2024-08-01,0,70 - 74,0,211,0,VF RIP 100 U-TREUE,0,1,0,0,0,41,0,0,7,2,0,2,0,53.980000000,32.990000000,32.990000000,53.980000000,32.990000000,0,30,0,30,30,211,0,0E-9,2PLAY,0,ANALOG KABELANSCHLUSS,100,0,0,47,717
NRW,2024-08-01,0,30 - 34,0,41,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,41,0,0,6,2,0,2,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,30,30,2,0,0E-9,2PLAY,1,SUPERWLAN,50,0,0,85,549
NRW,2024-08-01,1,30 - 34,0,32,0,RED INTERNET & PHONE 250 CABLE U,0,1,0,0,0,32,0,0,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,37,345
KBW,2024-08-01,1,25 - 29,0,34,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,34,0,0,9,2,2,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,34,0,0E-9,2PLAY,1,SUPERWLAN,250,0,0,89,742
KBW,2024-08-01,0,45 - 49,0,39,0,VF RIP 1000 U-TREUE,0,1,0,0,0,39,0,0,6,1,0,1,0,49.990000000,49.990000000,49.990000000,49.990000000,49.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,2,29,476
HSN,2024-08-01,1,18 - 24,0,13,2,GIGAZUHAUSE 100 KABEL,0,0,0,0,0,13,11,344,7,0,2,0,0,42.970000000,42.970000000,42.970000000,42.970000000,42.970000000,11,344,0,30,344,13,0,0E-9,2PLAY,0,SUPERWLAN,100,0,0,161,518
KBW,2024-08-01,1,25 - 29,1,46,0,VF CABLEMAX 1000,17,1,0,0,0,46,0,0,8,2,0,10,0,49.970000000,49.970000000,49.970000000,49.970000000,49.970000000,0,30,0,0,30,0,1,0E-9,2PLAY,0,2PLAY,1000,0,1,19,806
NRW,2024-08-01,0,35 - 39,0,12,1,GIGAZUHAUSE 250 KABEL,0,0,0,0,0,12,12,367,5,0,0,0,0,47.980000000,47.980000000,47.980000000,47.980000000,47.980000000,12,367,0,30,367,12,0,0E-9,2PLAY,0,SUPERWLAN,250,0,0,57,291
HSN,2024-08-01,0,40 - 44,0,15,0,MMA,0,1,0,0,0,15,0,0,0,0,0,0,0,0E-9,0E-9,0E-9,0E-9,0E-9,0,30,0,0,30,0,0,0E-9,1PLAY,1,1PLAY,32,0,0,732,732
NRW,2024-08-01,0,55 - 59,0,12,0,GIGAZUHAUSE 1000 TREUE C,0,0,0,0,0,12,12,390,7,2,0,2,0,54.980000000,54.980000000,54.980000000,54.980000000,54.980000000,12,390,0,0,390,0,0,0E-9,2PLAY,1,2PLAY,1000,0,0,83,319
NRW,2024-08-01,0,35 - 39,0,50,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,50,0,0,5,1,0,1,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,27,728
NRW,2024-08-01,0,25 - 29,0,44,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,44,0,0,8,2,1,2,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,12,397
HSN,2024-08-01,0,60 - 64,0,103,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,103,0,0,5,1,0,1,0,47.960000000,47.960000000,47.960000000,47.960000000,47.960000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,8,182
NRW,2024-08-01,0,55 - 59,0,92,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,92,0,0,6,1,0,1,0,47.960000000,47.960000000,47.960000000,47.960000000,47.960000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,54,628
NRW,2024-08-01,0,80 and over,0,154,1,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,48,0,0,0,1,0,1,0,55.980000000,34.990000000,34.990000000,55.980000000,34.990000000,0,30,0,30,30,154,0,0E-9,2PLAY,0,DIGITAL KABELANSCHLUSS,50,0,0,90,332
KBW,2024-08-01,0,45 - 49,0,67,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,43,0,0,7,2,0,2,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,30,30,67,0,0E-9,2PLAY,3,N/A,50,0,3,45,519
NRW,2024-08-01,1,65 - 69,0,26,4,VF CABLEMAX 1000,0,1,0,0,0,26,0,0,5,1,0,1,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,1,0E-9,2PLAY,1,2PLAY,1000,0,1,62,282
NRW,2024-08-01,1,50 - 54,0,45,0,VF RIP 250 U-TREUE,0,1,0,0,0,45,0,0,0,1,0,1,0,42.980000000,42.980000000,42.980000000,42.980000000,42.980000000,0,30,0,30,30,45,0,0E-9,2PLAY,0,N/A,250,0,0,30,511
NRW,2024-08-01,0,60 - 64,0,12,0,GIGAZUHAUSE 500 TREUE B,0,0,0,0,0,12,12,386,5,1,0,1,0,44.970000000,44.970000000,44.970000000,44.970000000,44.970000000,12,386,0,0,386,0,0,0E-9,2PLAY,2,2PLAY,500,0,0,9,272
KBW,2024-08-01,0,80 and over,0,125,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,125,0,0,0,1,0,1,0,28.740000000,28.740000000,28.740000000,28.740000000,28.740000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,46,140
KBW,2024-08-01,0,35 - 39,0,50,0,EAZY 50 FLEX,0,1,0,0,0,50,0,0,6,1,0,1,0,22.990000000,22.990000000,22.990000000,22.990000000,22.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,3,175,175
KBW,2024-08-01,0,35 - 39,0,66,0,GIGAZUHAUSE 500 KABEL,0,1,0,0,0,66,0,0,6,1,1,1,0,49.990000000,49.990000000,49.990000000,49.990000000,49.990000000,0,30,0,30,30,66,0,0E-9,2PLAY,4,SUPERWLAN,500,0,3,69,260
NRW,2024-08-01,0,50 - 54,0,19,2,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,19,0,0,9,4,0,4,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,19,0,0E-9,2PLAY,3,SUPERWLAN,250,0,1,57,222
KBW,2024-08-01,0,18 - 24,0,16,1,GIGAZUHAUSE 50 KABEL,0,0,860,151,1,16,8,254,5,0,0,0,0,37.980000000,37.980000000,37.980000000,37.980000000,37.980000000,8,254,0,30,254,16,0,0E-9,2PLAY,0,SUPERWLAN,50,0,2,69,90
KBW,2024-08-01,0,45 - 49,0,61,0,GIGAZUHAUSE 250 TREUE B,0,0,0,0,0,13,11,364,0,1,0,1,0,37.980000000,37.980000000,37.980000000,37.980000000,37.980000000,11,364,0,30,364,61,0,0E-9,2PLAY,3,N/A,250,0,0,34,479
KBW,2024-08-01,0,60 - 64,0,131,0,RED INTERNET UND PHONE 50 CABLE U,0,1,852,2051,13,131,0,0,6,1,0,1,1,40.730000000,33.740000000,33.740000000,40.730000000,33.740000000,0,30,0,30,30,28,0,0E-9,2PLAY,1,HD OPTION,50,0,0,34,254
KBW,2024-08-01,1,30 - 34,0,18,1,GIGAZUHAUSE 100 KABEL,0,0,0,0,0,18,6,198,7,0,3,0,0,39.980000000,39.980000000,39.980000000,39.980000000,39.980000000,6,198,0,30,198,18,0,0E-9,2PLAY,1,SUPERWLAN,100,0,0,0,0
KBW,2024-08-01,0,35 - 39,0,38,0,VF RIP 250 U-TREUE,0,1,0,0,0,38,0,0,0,1,2,1,0,37.990000000,37.990000000,37.990000000,37.990000000,37.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,306,480
