customer_age_class,region,internet_product_name,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,flag_churn
35 - 39,NRW,RED INTERNET & PHONE CABLE U,35.62,30.77,29,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,39.89,40.85,186,0,1
25 - 29,NRW,VF CABLEMAX,43.9,45.6,28,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,52.86,45.06,29,0,0
35 - 39,NRW,EAZY,20.8,25.22,31,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE C,34.2,0.91,360,0,0
80 and over,NRW,MMA,18.27,22.76,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.13,27.25,29,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,36.32,39.32,30,0,0
55 - 59,NRW,VF RIP U-TREUE,38.96,39.23,32,0,0
60 - 64,NRW,VF RIP U-TREUE,39.73,30.0,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.15,40.62,29,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,42.08,39.23,239,0,1
55 - 59,NRW,VF CABLEMAX,51.51,48.59,27,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE C,31.03,26.9,29,0,0
25 - 29,NRW,VF CABLEMAX,44.17,45.7,30,0,1
35 - 39,NRW,VF RIP U-TREUE,38.71,26.58,29,0,0
25 - 29,NRW,VF CABLEMAX,46.74,44.27,94,0,1
50 - 54,NRW,VF CABLEMAX,45.41,48.84,28,0,0
80 and over,NRW,VF RIP U-TREUE,36.77,29.41,31,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,84.47,60.25,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,35.3,40.43,29,0,0
50 - 54,NRW,GIGAZUHAUSE KABEL,91.72,53.03,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,29.46,28.29,30,0,0
80 and over,NRW,VF RIP U-TREUE,31.66,22.79,28,0,0
60 - 64,NRW,GIGAZUHAUSE TREUE B,40.87,40.05,365,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,47.55,39.73,28,0,1
35 - 39,NRW,VF RIP U-TREUE,22.34,29.79,31,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,62.94,44.4,29,0,0
80 and over,NRW,VF RIP U-TREUE,32.93,26.69,30,0,0
60 - 64,NRW,RED INTERNET & PHONE CABLE U,37.38,39.41,31,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,42.52,45.01,31,0,0
25 - 29,NRW,VF CABLEMAX,39.51,45.4,33,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.49,44.5,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.59,30.69,26,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,50.37,45.95,31,0,1
80 and over,NRW,GIGAZUHAUSE TREUE B,30.74,25.55,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,38.22,43.47,29,0,0
55 - 59,NRW,VF CABLEMAX,55.14,49.48,31,0,0
25 - 29,NRW,VF CABLEMAX,46.97,45.31,64,0,1
80 and over,NRW,VF RIP U-TREUE,37.47,39.45,29,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,37.65,39.85,31,0,1
55 - 59,NRW,VF RIP U-TREUE,44.26,38.04,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,26.7,35.03,31,0,0
35 - 39,NRW,VF CABLEMAX,44.46,43.85,31,0,1
25 - 29,NRW,VF CABLEMAX,51.79,45.23,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.64,40.09,29,0,1
80 and over,NRW,VF RIP U-TREUE,40.48,28.13,30,0,0
80 and over,NRW,RED INTERNET & PHONE CABLE U,41.22,31.3,31,0,0
25 - 29,NRW,VF CABLEMAX,36.57,45.63,30,0,1
55 - 59,NRW,VF RIP U-TREUE,45.5,53.64,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,52.25,45.25,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,42.31,40.93,31,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE B,32.72,30.17,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.9,39.67,31,0,0
55 - 59,NRW,GIGAZUHAUSE TREUE B,43.4,36.67,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.68,39.09,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,35.25,39.62,29,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,49.5,61.07,30,0,0
55 - 59,NRW,VF RIP U-TREUE,44.33,43.11,32,0,1
40 - 44,NRW,GIGAZUHAUSE KABEL,53.34,38.75,354,0,0
80 and over,NRW,GIGAZUHAUSE TREUE C,15.24,11.29,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,48.29,50.63,34,0,0
50 - 54,NRW,RED INTERNET & PHONE CABLE U,37.36,41.14,29,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,40.85,42.28,353,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.11,34.35,30,0,1
55 - 59,KBW,RED INTERNET & PHONE CABLE U,60.41,63.35,29,0,0
55 - 59,NRW,VF RIP U-TREUE,40.58,38.52,30,0,0
55 - 59,NRW,VF RIP U-TREUE,38.59,43.6,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.28,44.2,31,0,0
25 - 29,NRW,VF CABLEMAX,48.83,44.88,30,0,1
50 - 54,NRW,GIGAZUHAUSE KABEL,46.39,54.65,31,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,39.52,40.58,36,0,1
60 - 64,NRW,GIGAZUHAUSE KABEL,75.26,56.38,30,0,0
80 and over,NRW,GIGAZUHAUSE TREUE C,39.61,18.5,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.96,31.24,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.37,39.72,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,41.69,40.42,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,26.51,34.82,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,26.45,34.66,30,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,49.64,40.23,32,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,46.49,40.46,28,0,1
35 - 39,NRW,VF RIP U-TREUE,22.25,27.99,29,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,48.43,42.23,31,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,37.16,37.62,386,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,46.13,38.48,32,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,40.87,49.58,32,0,0
80 and over,NRW,VF RIP U-TREUE,29.51,38.06,32,0,0
55 - 59,NRW,VF CABLEMAX,89.07,50.55,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,66.13,50.38,32,0,0
60 - 64,NRW,GIGAZUHAUSE TREUE B,40.38,26.6,31,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,66.5,48.74,324,0,0
35 - 39,NRW,VF RIP U-TREUE,38.08,23.66,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.67,39.31,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,37.92,29.69,31,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,43.13,39.23,352,0,1
25 - 29,NRW,VF CABLEMAX,49.47,44.93,29,0,1
25 - 29,NRW,VF CABLEMAX,46.64,44.31,31,0,1
35 - 39,NRW,EAZY,33.25,13.03,31,0,0
50 - 54,NRW,VF CABLEMAX,38.7,45.08,31,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,88.3,55.06,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.35,44.23,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.3,40.33,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,49.89,45.82,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,37.3,39.73,29,0,0
25 - 29,NRW,VF CABLEMAX,53.01,45.29,27,0,1
55 - 59,NRW,VF RIP U-TREUE,44.25,43.5,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.34,39.5,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.29,38.9,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.07,43.69,31,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,83.33,43.42,30,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,39.7,40.66,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,41.08,39.9,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.0,39.33,30,0,0
50 - 54,NRW,VF CABLEMAX,40.01,45.67,30,0,0
25 - 29,NRW,VF CABLEMAX,41.35,45.46,29,0,1
35 - 39,NRW,VF RIP U-TREUE,33.49,39.0,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,85.48,50.46,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.33,38.97,31,0,1
55 - 59,NRW,VF RIP U-TREUE,41.43,38.79,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.9,39.8,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.0,35.18,28,0,1
50 - 54,NRW,VF CABLEMAX,48.16,43.6,30,0,1
80 and over,NRW,VF RIP U-TREUE,26.14,30.43,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,28.85,35.66,32,0,1
50 - 54,NRW,RED INTERNET & PHONE CABLE U,34.38,44.76,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,47.72,45.16,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,38.82,39.52,31,0,1
50 - 54,NRW,VF CABLEMAX,72.5,49.62,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,38.98,39.27,28,0,1
80 and over,NRW,MMA,-0.11,23.79,29,0,0
55 - 59,NRW,VF RIP U-TREUE,43.09,40.26,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,47.85,44.58,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.2,40.27,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,30.23,29.99,31,0,1
25 - 29,NRW,VF CABLEMAX,45.34,44.59,29,0,1
80 and over,NRW,RED INTERNET & PHONE CABLE U,35.18,28.43,32,0,0
80 and over,NRW,VF RIP U-TREUE,26.99,27.33,28,0,0
55 - 59,NRW,VF RIP U-TREUE,34.06,39.12,30,0,0
35 - 39,NRW,VF RIP U-TREUE,19.47,25.78,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.74,40.25,28,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,52.18,43.66,28,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.26,44.62,30,0,1
60 - 64,NRW,VF RIP U-TREUE,41.05,38.36,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,28.19,27.21,31,0,1
35 - 39,NRW,VF RIP U-TREUE,43.11,38.64,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,46.14,39.72,31,0,1
80 and over,NRW,VF RIP U-TREUE,31.98,29.84,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,19.09,33.4,29,0,1
80 and over,NRW,VF RIP U-TREUE,33.57,33.94,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.23,30.09,31,0,1
50 - 54,NRW,VF CABLEMAX,44.1,50.13,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,38.15,40.12,29,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,38.18,38.66,27,0,0
80 and over,NRW,VF RIP U-TREUE,35.45,27.16,32,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,46.84,45.94,30,0,1
50 - 54,NRW,VF CABLEMAX,49.06,50.67,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,49.43,43.36,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,33.12,30.34,31,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,38.18,40.16,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.89,30.89,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.62,30.82,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,25.18,34.73,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.98,40.23,30,0,1
80 and over,NRW,VF RIP U-TREUE,41.29,37.84,30,0,0
55 - 59,NRW,VF RIP U-TREUE,35.39,39.92,30,0,0
35 - 39,NRW,VF RIP U-TREUE,33.4,24.75,28,0,0
55 - 59,NRW,VF CABLEMAX,41.43,50.52,29,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,44.52,39.79,369,0,1
25 - 29,NRW,VF CABLEMAX,43.84,44.54,32,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,54.45,43.9,29,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,102.29,53.68,377,0,0
80 and over,NRW,VF RIP U-TREUE,21.26,28.22,30,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,33.95,39.66,30,0,1
80 and over,NRW,VF RIP U-TREUE,30.06,33.87,28,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,41.17,40.07,28,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,45.92,44.94,29,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,45.12,38.44,30,0,0
60 - 64,NRW,GIGAZUHAUSE TREUE C,26.73,0.58,339,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,30.85,32.93,31,0,0
60 - 64,NRW,VF RIP U-TREUE,27.59,38.83,30,0,0
25 - 29,NRW,VF CABLEMAX,41.54,40.65,78,0,1
80 and over,NRW,VF RIP U-TREUE,30.93,37.81,32,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,38.57,40.43,32,0,0
25 - 29,NRW,VF CABLEMAX,48.21,44.86,30,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,38.76,44.55,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.42,44.88,30,0,1
50 - 54,NRW,VF CABLEMAX,89.04,51.35,31,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,42.52,39.75,28,0,1
80 and over,NRW,VF RIP U-TREUE,36.32,34.87,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.09,41.08,32,0,0
55 - 59,NRW,VF RIP U-TREUE,69.76,56.24,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.2,39.56,29,0,0
55 - 59,NRW,VF RIP U-TREUE,33.39,37.4,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.55,40.95,91,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.75,39.76,28,0,1
50 - 54,NRW,GIGAZUHAUSE KABEL,67.6,44.04,31,0,1
35 - 39,NRW,VF RIP U-TREUE,29.99,24.38,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,70.26,54.97,31,0,0
80 and over,NRW,MMA,4.28,6.74,31,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,48.71,58.22,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,48.87,44.07,30,0,1
35 - 39,NRW,VF RIP U-TREUE,17.72,28.44,29,0,0
35 - 39,NRW,VF RIP U-TREUE,31.06,38.31,30,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,35.53,39.33,198,0,1
80 and over,NRW,VF RIP U-TREUE,32.22,25.24,30,0,0
35 - 39,NRW,VF CABLEMAX,42.12,45.19,27,0,0
55 - 59,NRW,VF RIP U-TREUE,45.6,37.78,32,0,0
50 - 54,NRW,RED INTERNET & PHONE CABLE U,47.02,40.13,30,0,0
80 and over,NRW,VF RIP U-TREUE,27.54,26.5,32,0,0
80 and over,NRW,VF RIP U-TREUE,36.82,26.31,31,0,0
55 - 59,NRW,VF CABLEMAX,86.58,50.46,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,23.47,29.99,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.83,40.06,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.11,28.59,31,0,0
25 - 29,NRW,VF CABLEMAX,46.96,44.23,27,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,66.17,45.06,32,0,1
50 - 54,NRW,VF CABLEMAX,43.37,50.04,30,0,0
50 - 54,NRW,VF CABLEMAX,48.8,44.76,28,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,41.65,43.72,29,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,36.71,27.91,31,0,1
80 and over,NRW,RED INTERNET & PHONE CABLE U,41.6,39.69,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.23,39.65,32,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,54.01,49.89,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.67,38.89,30,0,1
50 - 54,NRW,GIGAZUHAUSE KABEL,66.8,57.7,29,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,54.64,44.12,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,27.1,35.72,29,0,1
60 - 64,NRW,GIGAZUHAUSE TREUE B,34.23,40.05,30,0,0
35 - 39,NRW,VF RIP U-TREUE,22.28,29.37,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.55,35.48,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,22.46,32.06,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,49.21,58.58,30,0,0
25 - 29,NRW,VF CABLEMAX,47.29,44.88,29,0,1
80 and over,NRW,VF RIP U-TREUE,37.57,25.38,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.9,39.61,31,0,1
25 - 29,NRW,VF CABLEMAX,41.57,44.22,27,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,25.05,29.1,29,0,0
55 - 59,NRW,VF CABLEMAX,67.48,50.5,30,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE B,20.86,28.51,32,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,35.98,39.91,31,0,1
40 - 44,NRW,VF RIP U-TREUE,38.95,38.03,31,0,0
35 - 39,NRW,VF RIP U-TREUE,29.86,28.97,29,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,47.97,49.66,32,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,37.96,40.63,29,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,48.44,39.43,236,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,40.51,40.05,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,45.93,40.71,32,0,1
40 - 44,NRW,RED INTERNET & PHONE CABLE U,36.88,38.51,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.84,27.97,31,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,50.4,43.71,29,0,1
80 and over,NRW,VF RIP U-TREUE,22.78,26.67,32,0,0
80 and over,NRW,VF RIP U-TREUE,37.08,29.13,31,0,0
80 and over,NRW,VF RIP U-TREUE,27.89,32.7,30,0,0
80 and over,NRW,VF RIP U-TREUE,32.37,31.93,29,0,0
80 and over,NRW,RED INTERNET & PHONE CABLE U,41.27,33.8,29,0,0
40 - 44,NRW,GIGAZUHAUSE TREUE B,42.37,26.51,325,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.37,40.39,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.0,29.98,29,0,1
50 - 54,NRW,VF CABLEMAX,54.03,50.2,29,0,1
30 - 34,NRW,RED INTERNET & PHONE CABLE U,45.11,43.69,28,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,29.27,27.96,28,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,61.22,56.2,34,0,0
35 - 39,NRW,EAZY,31.06,12.3,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,29.94,39.52,31,0,1
35 - 39,NRW,VF RIP U-TREUE,9.44,25.09,33,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,29.47,29.72,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.97,31.09,28,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,30.33,32.05,30,0,1
50 - 54,NRW,RED INTERNET & PHONE CABLE U,48.43,44.37,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,51.46,43.44,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.1,39.3,30,0,0
35 - 39,NRW,VF CABLEMAX,48.4,44.95,32,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,95.08,56.98,29,0,0
55 - 59,NRW,VF RIP U-TREUE,34.59,38.37,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.25,45.71,29,0,1
35 - 39,NRW,VF RIP U-TREUE,33.39,38.31,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,40.1,40.59,29,0,1
60 - 64,NRW,GIGAZUHAUSE KABEL,73.85,39.83,31,0,0
25 - 29,NRW,VF CABLEMAX,41.67,45.51,27,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,54.61,65.12,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,46.2,40.14,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,36.67,34.64,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.5,44.49,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.39,39.05,30,0,1
60 - 64,NRW,GIGAZUHAUSE KABEL,80.57,60.09,31,0,0
55 - 59,NRW,VF RIP U-TREUE,44.91,39.26,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.16,39.14,30,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,37.99,37.44,30,0,1
60 - 64,NRW,VF RIP U-TREUE,33.33,38.84,33,0,0
25 - 29,NRW,VF CABLEMAX,49.2,44.74,31,0,1
55 - 59,NRW,VF RIP U-TREUE,45.71,38.91,33,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,39.82,38.79,339,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,82.42,62.55,33,0,0
25 - 29,NRW,VF CABLEMAX,40.59,45.04,31,0,0
50 - 54,NRW,VF CABLEMAX,48.12,50.0,30,0,0
50 - 54,NRW,VF CABLEMAX,47.37,49.5,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,38.96,40.08,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,38.9,40.54,30,0,1
35 - 39,NRW,VF RIP U-TREUE,29.08,30.68,30,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,64.48,40.2,31,0,0
35 - 39,NRW,VF RIP U-TREUE,27.78,25.29,30,0,1
25 - 29,NRW,VF CABLEMAX,43.47,45.39,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.85,45.25,31,0,1
80 and over,NRW,VF RIP U-TREUE,42.84,27.78,31,0,0
35 - 39,NRW,VF RIP U-TREUE,23.91,30.0,29,0,0
50 - 54,NRW,VF CABLEMAX,45.96,50.09,29,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,52.94,45.21,29,0,0
50 - 54,NRW,VF CABLEMAX,38.34,45.35,31,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,62.07,49.68,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.78,40.19,28,0,1
35 - 39,NRW,VF RIP U-TREUE,33.38,38.36,31,0,1
25 - 29,NRW,VF CABLEMAX,29.99,44.28,30,0,1
50 - 54,NRW,VF CABLEMAX,49.55,50.91,28,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.87,40.32,30,0,1
50 - 54,NRW,GIGAZUHAUSE KABEL,62.2,56.2,30,0,0
50 - 54,NRW,VF CABLEMAX,37.2,49.32,30,0,1
50 - 54,NRW,RED INTERNET & PHONE CABLE U,42.39,45.89,32,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,43.7,43.76,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.06,45.35,31,0,0
40 - 44,NRW,VF RIP U-TREUE,37.34,25.74,28,0,0
80 and over,NRW,MMA,4.69,8.43,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,26.49,27.25,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,29.79,34.07,33,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,41.76,38.6,30,0,1
55 - 59,NRW,VF CABLEMAX,77.26,49.95,31,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE B,32.38,21.93,27,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,45.43,44.76,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,68.53,48.48,370,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,38.39,41.11,33,0,0
25 - 29,NRW,VF CABLEMAX,43.64,44.54,30,0,1
30 - 34,NRW,GIGAZUHAUSE KABEL,40.79,43.65,351,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,47.47,43.92,29,0,0
25 - 29,NRW,VF CABLEMAX,40.77,44.07,30,0,1
35 - 39,NRW,VF RIP U-TREUE,40.41,37.86,29,0,0
80 and over,NRW,VF RIP U-TREUE,41.12,31.77,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.67,39.23,31,0,0
50 - 54,NRW,VF CABLEMAX,43.88,43.95,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.11,43.71,28,0,1
50 - 54,NRW,RED INTERNET & PHONE CABLE U,46.37,43.78,30,0,0
60 - 64,NRW,VF RIP U-TREUE,44.44,39.27,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,29.06,39.4,31,0,1
25 - 29,NRW,VF CABLEMAX,51.02,45.0,99,0,1
55 - 59,NRW,VF CABLEMAX,66.11,49.14,31,0,1
50 - 54,NRW,VF CABLEMAX,87.39,51.08,30,0,1
60 - 64,NRW,GIGAZUHAUSE TREUE B,33.98,16.73,351,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,71.34,44.88,28,0,1
25 - 29,NRW,VF CABLEMAX,38.85,45.31,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.01,39.94,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,32.28,31.91,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,39.78,40.15,31,0,0
55 - 59,NRW,VF RIP U-TREUE,31.21,38.18,29,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,49.21,44.21,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.39,40.14,30,0,0
25 - 29,NRW,VF CABLEMAX,48.97,46.63,28,0,1
25 - 29,NRW,VF CABLEMAX,45.97,45.17,29,0,1
35 - 39,NRW,VF RIP U-TREUE,32.98,29.21,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,33.16,35.87,29,0,1
25 - 29,NRW,VF CABLEMAX,54.65,44.85,30,0,1
